ime_poti,cas_poti,tezavnost_poti,vrh 
Topla (Burjak) - Kordeževa glava (Peca) (čez Malo Peco in po lahki poti),240,lahka označena pot,Kordeževa glava (Peca)
Koča na Pikovem - Kordeževa glava (Peca) (čez preval Vrh šteng in po lahki poti),255,lahka označena pot,Kordeževa glava (Peca)
Topla (Burjak) - Kordeževa glava (Peca) (čez Malo Peco in po plezalni poti),240,zelo zahtevna označena pot,Kordeževa glava (Peca)
Podpeca (Helenski potok) - Kordeževa glava (Peca) (čez Mirjance in po lahki poti),280,lahka označena pot,Kordeževa glava (Peca)
Podpeca (Helenski potok) - Kordeževa glava (Peca) (čez Mirjance in po plezalni poti),280,zelo zahtevna označena pot,Kordeževa glava (Peca)
Pod Peco/Koprein-Petzen - Bistriška špica/Feistritzer Spitze,150,lahka označena pot,Bistriška špica/Feistritzer Spitze
Jakobe - Bistriška špica/Feistritzer Spitze (plezalna pot),225,zelo zahtevna označena pot,Bistriška špica/Feistritzer Spitze
Alpengasthof Siebenhütten - Bistriška špica/Feistritzer Spitze,135,lahka označena pot,Bistriška špica/Feistritzer Spitze
Koprivna (Kumer) - Bistriška špica/Feistritzer Spitze (avstrijska pot),175,lahka označena pot,Bistriška špica/Feistritzer Spitze
Koprivna (Kumer) - Bistriška špica/Feistritzer Spitze (slovenska pot),220,lahka označena pot,Bistriška špica/Feistritzer Spitze
Jakobe - Bistriška špica/Feistritzer Spitze (lahka pot),225,lahka označena pot,Bistriška špica/Feistritzer Spitze
Najberž - Bistriška špica/Feistritzer Spitze,285,lahka označena pot,Bistriška špica/Feistritzer Spitze
Globasnica / Globasnitz - Bistriška špica/Feistritzer Spitze,300,lahka označena pot,Bistriška špica/Feistritzer Spitze
Rudnik v Topli - Bistriška špica/Feistritzer Spitze,210,lahka neoznačena steza,Bistriška špica/Feistritzer Spitze
 Najberž - Končnikov vrh (Walter Mory Klettersteig),255,zelo zahtevna označena pot,Končnikov vrh
Alpengasthof Siebenhütten - Končnikov vrh,90,lahka označena pot,Končnikov vrh
Pod Peco/Koprein Petzen - Končnikov vrh,195,lahka označena pot,Končnikov vrh
Koprivna (Kumer) - Končnikov vrh (slovenska pot),175,lahka označena pot,Končnikov vrh
Jakobe - Končnikov vrh (lahka pot),165,lahka označena pot,Končnikov vrh
Jakobe - Končnikov vrh (plezalna pot),165,zelo zahtevna označena pot,Končnikov vrh
Najberž - Končnikov vrh,270,lahka označena pot,Končnikov vrh
Rudnik v Topli - Končnikov vrh,150,lahka neoznačena steza,Končnikov vrh
Pod Peco/Koprein-Petzen - Končnikov vrh (slovenska pot),195,lahka označena pot,Končnikov vrh
Globasnica / Globasnitz - Končnikov vrh,345,lahka označena pot,Končnikov vrh
Urbas - Vajnež,145,lahka neoznačena steza,Vajnež
Valvasorjev dom pod Stolom - Vajnež,210,lahka neoznačena steza,Vajnež
Dom Trilobit - Vajnež (po Skalaški poti in čez Mali Vrh),240,zelo zahtevna neoznačena steza,Vajnež
Dom Trilobit - Vajnež (čez Rido),240,lahka neoznačena steza,Vajnež
Olipova planina - Vajnež (čez Hrašensko planino),170,lahka neoznačena steza,Vajnež
Ljubelj - Celovška špica (mimo Vatelce oz. Sklede),270,zahtevno brezpotje,Celovška špica
Ljubelj - Celovška špica (zgornja pot),260,"delno zahtevna označena pot, zahtevno brezpotje",Celovška špica
Matizovec - Veliko Kladivo,200,delno zahtevna označena pot,Veliko Kladivo
Mrzli studenec - Veliko Kladivo,135,delno zahtevna označena pot,Veliko Kladivo
 Zavetišče na planini Šija - Veliko Kladivo (direktna pot),90,lahka neoznačena steza,Veliko Kladivo
Planina Pungrat - Veliko Kladivo,135,zahtevna označena pot,Veliko Kladivo
Zavetišče na planini Šija - Veliko Kladivo (Kačja pot),120,"lahka neoznačena steza, delno zahtevna označena pot",Veliko Kladivo
Globoka dolina - Veliko Kladivo,180,delno zahtevna označena pot,Veliko Kladivo
Dolina - Veliko Kladivo,210,delno zahtevna označena pot,Veliko Kladivo
Dolina - Veliko Kladivo (mimo kapelice),210,delno zahtevna označena pot,Veliko Kladivo
Matizovec - Veliki vrh (Košuta),200,lahka označena pot,Veliki vrh (Košuta)
Mrzli studenec - Veliki vrh (Košuta),135,lahka označena pot,Veliki vrh (Košuta)
Vranček - Veliki vrh (Košuta) (plezalna pot),190,zelo zahtevna označena pot,Veliki vrh (Košuta)
Zavetišče na planini Šija - Veliki vrh (Košuta) (Kačja pot),120,lahka neoznačena steza,Veliki vrh (Košuta)
Globoka dolina - Veliki vrh (Košuta),180,lahka označena pot,Veliki vrh (Košuta)
Podljubelj - Veliki vrh (Košuta) (mimo Matizovca),255,lahka označena pot,Veliki vrh (Košuta)
Ljubelj - Veliki vrh (Košuta) (mimo Koče na Ljubelju),230,zelo zahtevna označena pot,Veliki vrh (Košuta)
Bučan - Veliki vrh (Košuta),230,zelo zahtevna označena pot,Veliki vrh (Košuta)
Sele-Zvrhnji Kot (Male) / Zell-Oberwinkel (Male) - Veliki vrh (Košuta),275,zelo zahtevna označena pot,Veliki vrh (Košuta)
Belca - Dovška Mala Kepa,315,zahtevna neoznačena steza,Dovška Mala Kepa
Rudnik v Topli - Velika glava,150,lahka neoznačena steza,Velika glava
Koprivna (Kumer) - Velika glava (čez Knipsovo sedlo),190,lahka neoznačena steza,Velika glava
Pod Peco/Koprein Petzen - Veška kopa/Wackendorfer Spitze,150,lahka označena pot,Veška kopa/Wackendorfer Spitze
Najberž - Veška kopa/Wackendorfer Spitze,300,lahka označena pot,Veška kopa/Wackendorfer Spitze
Globasnica / Globasnitz - Veška kopa/Wackendorfer Spitze,285,lahka označena pot,Veška kopa/Wackendorfer Spitze
Koprivna (Kumer) - Veška kopa/Wackendorfer Spitze,175,lahka označena pot,Veška kopa/Wackendorfer Spitze
Ljubelj - Begunjščica (čez Preval-o),210,"delno zahtevna neoznačena pot, delno zahtevna označena pot",Begunjščica
Tomčeva koča na Poljški planini - Begunjščica,170,lahka označena pot,Begunjščica
Ljubelj - Begunjščica (čez Zelenico),230,delno zahtevna označena pot,Begunjščica
Dom v Dragi - Begunjščica (mimo Roblekovega doma),260,lahka označena pot,Begunjščica
"Ljubelj - Begunjščica (čez Šentanski plaz, snežni pristop)",165,zahtevno brezpotje,Begunjščica
Tinčkova koča - Begunjščica,195,delno zahtevna označena pot,Begunjščica
Dom v Dragi - Begunjščica (čez Preval-o),210,delno zahtevna označena pot,Begunjščica
"Ljubelj - Begunjščica (skozi Osrednjo grapo, snežni pristop)",165,zelo zahtevno brezpotje,Begunjščica
"Ljubelj - Begunjščica (skozi Y, snežni pristop)",150,zelo zahtevno brezpotje,Begunjščica
Podljubelj (Lajb) - Begunjščica,210,delno zahtevna označena pot,Begunjščica
Ljubelj - Begunjščica (Zeleniška smer),150,alpinistični vzpon,Begunjščica
Ljubelj - Begunjščica (skozi Frelihov žleb),150,alpinistični vzpon,Begunjščica
Na jezercih - Begunjščica,210,"lahka neoznačena steza, lahka označena pot",Begunjščica
 Tinčkova koča - Begunjščica (čez Poljško planina),230,delno zahtevna označena pot,Begunjščica
Pod Krnico - Tolsta Košuta - Vzhodni vrh,125,delno zahtevna neoznačena pot,Tolsta Košuta - Vzhodni vrh
Mrzli studenec - Malo Kladivo,120,delno zahtevna označena pot,Malo Kladivo
Matizovec - Malo Kladivo,185,delno zahtevna označena pot,Malo Kladivo
Zavetišče na planini Šija - Malo Kladivo (Kačja pot),105,"lahka neoznačena steza, delno zahtevna označena pot",Malo Kladivo
Erjavčev rovt - Gubno,155,"delno zahtevna označena pot, lahka neoznačena steza",Gubno
Ravne - Gubno,180,"delno zahtevna označena pot, lahka neoznačena steza",Gubno
Zapornica (Belca) - Gubno,300,"zahtevna označena pot, lahka neoznačena steza",Gubno
Pod Krnico - Tolsta Košuta - Zahodni vrh,140,delno zahtevna neoznačena pot,Tolsta Košuta - Zahodni vrh
Ljubelj - Palec,180,zahtevna neoznačena steza,Palec
Tinčkova koča - Palec,180,zahtevna neoznačena steza,Palec
Tinčkova koča - Palec (skozi Zagon),210,zahtevna neoznačena steza,Palec
Tegoška planina - Pungartska gora,90,lahko brezpotje,Pungartska gora
Trate /  Johannsenruhe - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (jugozahodna pot),150,lahka označena pot,Ovčji vrh (Kozjak) / Geissberg (Kosiak)
Podnar / Bodenbauer - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (mimo Celovške koče),195,zahtevna označena pot,Ovčji vrh (Kozjak) / Geissberg (Kosiak)
Podnar / Bodenbauer - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (direktna pot),180,zahtevna označena pot,Ovčji vrh (Kozjak) / Geissberg (Kosiak)
Vgriz / Ogris - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (direktna pot),180,zahtevna označena pot,Ovčji vrh (Kozjak) / Geissberg (Kosiak)
Vgriz / Ogris - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (mimo Celovške koče),195,zahtevna označena pot,Ovčji vrh (Kozjak) / Geissberg (Kosiak)
Podnar / Bodenbauer - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (čez Karweg in jugozahodna pot),180,lahka neoznačena steza,Ovčji vrh (Kozjak) / Geissberg (Kosiak)
Trate / Johannsenruhe - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (jugovzhodna pot),155,lahka označena pot,Ovčji vrh (Kozjak) / Geissberg (Kosiak)
Podnar / Bodenbauer - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (čez Karweg in jugovzhodna pot),165,lahka neoznačena steza,Ovčji vrh (Kozjak) / Geissberg (Kosiak)
Ljubelj - Zelenjak,175,zelo zahtevna neoznačena steza,Zelenjak
Tinčkova koča - Zelenjak,175,zelo zahtevna neoznačena steza,Zelenjak
Tinčkova koča - Zelenjak (skozi Zagon),205,zelo zahtevna neoznačena steza,Zelenjak
Dom Trilobit - Mali vrh (čez Rido),195,lahko brezpotje,Mali vrh
Šajda / Schaidasattel - Kravji vrh / Kuhberg (čez Obirsko sedlo),165,lahka neoznačena steza,Kravji vrh / Kuhberg
Šajda / Schaidasattel - Kravji vrh / Kuhberg (strma pot),150,lahka neoznačena steza,Kravji vrh / Kuhberg
Urbas - Potoški Stol,135,lahka neoznačena steza,Potoški Stol
Valvasorjev dom pod Stolom - Potoški Stol,185,lahka označena pot,Potoški Stol
Dom Trilobit - Potoški Stol (čez Rido),240,lahka označena pot,Potoški Stol
Olipova planina - Potoški Stol,160,lahka neoznačena steza,Potoški Stol
Poljana (Završnica) - Potoški Stol (Žirovniška pot),265,lahka označena pot,Potoški Stol
Matizovec - Toplar,185,lahko brezpotje,Toplar
Zavetišče na planini Šija - Toplar (Kačja pot),105,lahko brezpotje,Toplar
Mrzli studenec - Toplar,120,lahko brezpotje,Toplar
Ljubelj - Begunjska Vrtača (čez Preval-o),185,lahko brezpotje,Begunjska Vrtača
Ljubelj - Begunjska Vrtača (Lenuhova grapa),145,alpinistični vzpon,Begunjska Vrtača
Podljubelj (Lajb) - Begunjska Vrtača,185,lahko brezpotje,Begunjska Vrtača
Dom v Dragi - Begunjska Vrtača,185,"delno zahtevna označena pot, lahko brezpotje",Begunjska Vrtača
Ljubelj - Košutica (mimo koče na Ljubelju),165,zahtevna označena pot,Košutica
Vranček - Košutica (zahodna pot),170,delno zahtevna označena pot,Košutica
Koncentracijsko taborišče - Košutica (lovska pot),160,"lahka neoznačena steza, delno zahtevna označena pot",Košutica
Vranček - Košutica (vzhodna pot),170,zahtevna neoznačena steza,Košutica
Koncentracijsko taborišče - Košutica (pot Gerharda Orascha),180,zelo zahtevna neoznačena steza,Košutica
Bučan - Košutica,165,zahtevna označena pot,Košutica
Sele-Zvrhnji Kot (Male) / Zell-Oberwinkel (Male) - Košutica (čez Hajnževo sedlo),255,zahtevna označena pot,Košutica
Sele-Zvrhnji Kot (Male) / Zell-Oberwinkel (Male) - Košutica (čez Dovjakovo sedlo),285,delno zahtevna označena pot,Košutica
Matizovec - Kofce gora,155,delno zahtevna označena pot,Kofce gora
Mrzli studenec - Kofce gora,90,delno zahtevna označena pot,Kofce gora
Zavetišče na planini Šija - Kofce gora (Kačja pot),75,"lahka neoznačena steza, delno zahtevna označena pot",Kofce gora
Globoka dolina - Kofce gora,135,delno zahtevna označena pot,Kofce gora
Dolina - Kofce gora,165,delno zahtevna označena pot,Kofce gora
 Dolina - Kofce gora (mimo kapelice),170,delno zahtevna označena pot,Kofce gora
Koča pod Košuto - Cjajnik / Lärchenturm,180,izjemno zahtevna označena pot,Cjajnik / Lärchenturm
Sele pri Cerkvi / Zell - Pfarre - Cjajnik / Lärchenturm,255,izjemno zahtevna označena pot,Cjajnik / Lärchenturm
Ridovc / Ridovcsäge - Cjajnik / Lärchenturm (ob Mrzlem potoku in čez Cjajnik),265,izjemno zahtevna označena pot,Cjajnik / Lärchenturm
Tinčkova koča - Svačica (čez Smokuško planino),210,delno zahtevna označena pot,Svačica
Tinčkova koča - Svačica (čez Zagon),165,"lahka neoznačena steza, delno zahtevna označena pot",Svačica
Ljubelj - Svačica (zgornja pot),260,delno zahtevna označena pot,Svačica
Trate /  Johannsenruhe - Svačica,150,delno zahtevna označena pot,Svačica
Podnar / Bodenbauer - Svačica,195,zahtevna označena pot,Svačica
Ljubelj - Svačica (mimo Vatelce oz. Sklede),240,delno zahtevna označena pot,Svačica
Vgriz / Ogris - Svačica,195,zahtevna označena pot,Svačica
Podnar / Bodenbauer - Svačica (čez melišče),165,"lahko brezpotje, delno zahtevna označena pot",Svačica
 Podnar / Bodenbauer - Svačica (čez Karweg),180,delno zahtevna označena pot,Svačica
Dom Trilobit - Struška,180,lahka označena pot,Struška
Križovec - Struška (peš pot),150,lahka neoznačena steza,Struška
 Križovec - Struška (po cesti),135,lahka neoznačena steza,Struška
Dom Pristava v Javorniškem Rovtu - Struška (čez Dobravske rovte),150,lahka neoznačena steza,Struška
Planina pod Golico - Struška,180,lahka neoznačena steza,Struška
Rute (Zavrh) / Bärental - Struška (čez Medvedjak),165,lahka označena pot,Struška
Dom Pristava v Javorniškem Rovtu - Struška (pešpot),195,lahka neoznačena steza,Struška
Dom Pristava v Javorniškem Rovtu - Struška (po cesti),180,lahka neoznačena steza,Struška
Srednji vrh - Trupejevo poldne (čez Železnico),150,lahka neoznačena steza,Trupejevo poldne
Železnica - Trupejevo poldne,75,lahka neoznačena steza,Trupejevo poldne
Srednji vrh - Trupejevo poldne (čez Grajšco),240,lahka neoznačena steza,Trupejevo poldne
Zapornica (Belca) - Trupejevo poldne (po cesti),240,lahka neoznačena steza,Trupejevo poldne
Srednji Vrh - Trupejevo poldne (po dolini potoka Žlebnica),165,lahka neoznačena steza,Trupejevo poldne
Srednji Vrh - Trupejevo poldne (čez Blekovo planino),190,zahtevna neoznačena steza,Trupejevo poldne
Grpiče / Korpitch - Trupejevo poldne (čez Blekovo planino),275,zahtevna neoznačena steza,Trupejevo poldne
Žužalče / Susalitch - Trupejevo poldne (čez Blekovo planino),275,zahtevna neoznačena steza,Trupejevo poldne
Podolševa (Rogar) - Govca (Olševa) (direktna pot),130,zahtevna označena pot,Govca (Olševa)
Zadnji travnik - Govca (Olševa),105,lahka označena pot,Govca (Olševa)
Spodnje Sleme - Govca (Olševa),180,lahka označena pot,Govca (Olševa)
Gostišče Firšt - Govca (Olševa),225,delno zahtevna označena pot,Govca (Olševa)
"Podolševa (Sveti Duh, Strevc) - Govca (Olševa) (čez Obel kamen)",150,zahtevna označena pot,Govca (Olševa)
"Podolševa (Sveti Duh, Strevc) - Govca (Olševa)",135,zahtevna označena pot,Govca (Olševa)
Planinski dom na kmetiji Kumer - Govca (Olševa),225,lahka označena pot,Govca (Olševa)
Podolševa (Rogar) - Govca (Olševa) (čez Obel kamen),145,zahtevna označena pot,Govca (Olševa)
Zadnji travnik - Govca (Olševa) (lovska pot),105,lahka neoznačena steza,Govca (Olševa)
Pod Peco / Koprein-Petzen - Govca (Olševa) (mimo Kumra),270,lahka označena pot,Govca (Olševa)
Pod Peco (Koželj) / Koprein-Petzen (Koschiel) - Govca (Olševa) (čez Zadnji travnik),285,"lahka označena pot, lahka neoznačena steza",Govca (Olševa)
Koprivna (Šumel) - Govca (Olševa) (mimo Haderlapa in čez Spodnje Sleme),270,"lahka neoznačena steza, lahka označena pot",Govca (Olševa)
Koprivna (Šumel) - Govca (Olševa) (mimo sv. Jakoba),255,"lahka neoznačena steza, lahka označena pot",Govca (Olševa)
Koprivna (Šumel) - Govca (Olševa) (mimo domačije Janšek),265,"lahka neoznačena steza, lahka označena pot",Govca (Olševa)
Srednji Vrh - Bele peči (Lepi vrh) (čez Železnico),150,lahka neoznačena steza,Bele peči (Lepi vrh)
Srednji Vrh - Bele peči (Lepi vrh) (po dolini potoka Žlebnica),165,lahka neoznačena steza,Bele peči (Lepi vrh)
Sele / Zell-Pharre - Setiče/Freiberg,150,lahka označena pot,Setiče/Freiberg
Ljubelj - Srednja peč (spodnja pot),245,"lahka označena pot, zahtevno brezpotje",Srednja peč
Ljubelj - Srednja peč (zgornja pot),245,"delno zahtevna označena pot, zahtevno brezpotje",Srednja peč
Ljubelj - Srednja peč (mimo Vatelce oz. Sklede),255,"delno zahtevna označena pot, zahtevno brezpotje",Srednja peč
Trate / Johannsenruhe - Srednja peč (mimo Celovške koče),180,"delno zahtevna označena pot, zahtevno brezpotje",Srednja peč
Podnar / Bodenbauer - Srednja peč,225,"zahtevna označena pot, zahtevno brezpotje",Srednja peč
Ljubelj - Žleb (Suho ruševje),160,lahka neoznačena steza,Žleb (Suho ruševje)
"Podolševa (Sveti Duh, Strevc) - Obel kamen (Olševa) (zahodna pot)",120,zahtevna označena pot,Obel kamen (Olševa)
Podolševa (Rogar) - Obel kamen (Olševa) (zahodna pot),115,zahtevna označena pot,Obel kamen (Olševa)
Zadnji travnik - Obel kamen (Olševa),135,lahka označena pot,Obel kamen (Olševa)
"Podolševa (Sveti Duh, Strevc) - Obel kamen (Olševa) (vzhodna pot)",135,zahtevna označena pot,Obel kamen (Olševa)
Podolševa (Rogar) - Obel kamen (Olševa) (vzhodna pot),130,zahtevna označena pot,Obel kamen (Olševa)
Spodnje Sleme - Obel kamen (Olševa),210,zahtevna označena pot,Obel kamen (Olševa)
Ravne - Dovška Baba (peš pot),105,lahka označena pot,Dovška Baba
Dovje - Dovška Baba,180,lahka označena pot,Dovška Baba
Ravne - Dovška Baba (po cesti),110,lahka označena pot,Dovška Baba
 Erjavčev rovt - Dovška Baba (direktna pot),135,lahka neoznačena steza,Dovška Baba
Erjavčev rovt - Dovška Baba (čez Brvog),165,lahka označena pot,Dovška Baba
Rogarjev rovt - Dovška Baba (čez Rožco in Hruški vrh),150,lahka neoznačena steza,Dovška Baba
 Dovje - Dovška Baba (čez Blažčevo skalo),195,lahka neoznačena steza,Dovška Baba
Podrožca / Rosenbach - Dovška Baba (čez Hruški vrh),280,lahka neoznačena steza,Dovška Baba
Podrožca / Rosenbach - Dovška Baba (čez Koprivnjak),270,lahka neoznačena steza,Dovška Baba
Planina Pungrat - Škrbina,70,lahka označena pot,Škrbina
Srednji Vrh - Murnovc (čez Grajšco),180,"lahka neoznačena steza, lahko brezpotje",Murnovc
