ime,drzava,drzava_2,drzava_3,gorovje,visina,vrsta,stevilo_ogledov,priljubljenost,stevilo_poti,opis,blok_poti 
Bivak v Kočni,Slovenija,,,Kamniško Savinjske Alpe,1952,bivak,347256,73,1,"Bivak v Kočni se nahaja na razgledni vzpetini južnega grebena Kokrske Kočne. Od bivaka v katerem je 8 ležišč se nam odpre lep pogled predvsem proti jugu in zahodu, kjer lepo vidimo Kalški greben in večino ostalih vrhov nad dolino reke Kokre.",
Lanež,Slovenija,,,Kamniško Savinjske Alpe,1925,vrh,417307,81,7,"Lanež je manj izrazit vrh, ki se nahaja na vzhodnem delu Raduhe. S prostranega vrha se nam odpre lep razgled na bližnjo Malo Raduho, Olševo, Peco, Uršljo goro, Smrekovško pogorje in del vrhov nad osrednjim delom reke Savinje. Vrh ima vpisno skrinjico v obliki miniaturnega Aljaževega stolpa.",
Jamarski bivak na Dleskovški planoti,Slovenija,,,Kamniško Savinjske Alpe,1910,bivak,7200,33,3,"Jamarski bivak na Dleskovški planoti je bil postavljen leta 2015, nahaja pa se vzhodno od Velikega vrha. Spodnji del bivaka je namenjen jamarjem, zato je zaklenjen, v zgornjem delu pa lahko prenoči od 6 do osem planincev. Od bivaka se odpre lep razgled na Dleskovec, Veliki vrh in Veliko Zelenico, Križevnik in ostale okoliške gore.",
Križevnik,Slovenija,,,Kamniško Savinjske Alpe,1909,vrh,467558,87,4,"Križevnik je razgleden vrh na severovzhodnem robu Dleskovške planote. Z omenjenega vrha je lep pogled po večjem delu planote, kjer se vidita tudi oba najvišja vrhova omenjenega pogorja (Velika Zelenica in Veliki vrh). Najlepši pa je pogled na Ojstrico, ki se prepadno spušča v dolino Robanovega kota. Desno od Ojstrice se vidijo osrednji Grintovci, Krofička, Strelovec in proti vzhodu Raduha.",
Rjavčki vrh (Planinšca),Slovenija,,,Kamniško Savinjske Alpe,1898,vrh,340326,72,3,"Rjavčki vrh tudi Planinšca je 1898 m visok vrh, ki se nahaja severno od glavnega grebena, ki povezuje Ojstrico s Planjavo. Z vrha, ki je večinoma porasel z rušjem, se nam odpre lep razgled na večino gora, ki obkrožajo Logarsko dolino.",
Kamniška koča na Kamniškem sedlu,Slovenija,,,Kamniško Savinjske Alpe,1864,"koča, bivak, sedlo",973858,100,4,"Kamniška koča se nahaja le nekaj metrov pod Kamniškim sedlom, ki se nahaja med Brano in Planjavo. Koča, ki je odprta v razširjeni poletni sezoni ima tudi zimsko sobo. Za lepši razgled se moramo povzpeti na tri minute oddaljeno sedlo s katerega vidimo Logarsko dolino in v zatrepu le te slap Rinka s svojim Orlovim gnezdom. Lep pa je pogled na Mrzlo goro, Brano in Planjavo. Do koče, ki je del slovenske planinske poti pripelje tovorna žičnica, ki pomaga pri prevozu hrane in drugih potrebnih predmetov za oskrbovanje koče.",
Krvavec,Slovenija,,,Kamniško Savinjske Alpe,1853,vrh,606560,96,4,"Krvavec je 1853 m visok vrh, ki se nahaja v osrčju istoimenskega smučišča. Z vrha, ki je prepreden z žičnicami je lep razgled na Gorenjsko ter del Kamniško Savinjskih Alp.",
Mokrica,Slovenija,,,Kamniško Savinjske Alpe,1853,vrh,467743,87,4,"Mokrica je razgleden vrh vzhodno od Kompotele. Na vrhu, ki je delno porasel z rušjem je vpisna knjiga.",
Srednji vrh,Slovenija,,,Kamniško Savinjske Alpe,1853,vrh,533274,92,7,"Srednji vrh je 1853 m visoka gora, ki se nahaja vzhodno od Storžiča. Z vrha, na katerem je klop, vpisna skrinjica in žig, se nam odpre lep pogled na Storžič, greben Košute, Kočno, Grintovec, Kalški greben in Gorenjsko.",
Vodotočno jezero (Veža),Slovenija,,,Kamniško Savinjske Alpe,1850,"jezero, planina",476428,88,4,"Vodotočno jezero oz. Vodotočnik je visokogorsko jezerce, ki se nahaja pod Desko in Tolstim vrhom na Dleskovški planoti. Ob jezeru, ki ima obliko srca in ob katerem se v poletnem času pase živina, stoji manjša pastirska koča. ",
Lastovec,Slovenija,,,Kamniško Savinjske Alpe,1841,vrh,311588,69,1,"Lastovec je 1841 m visok vrh, ki se nahaja nad dolino Lučke Bele. Z vrha, ki je večinoma porasel z rušjem (velik de rušja je v požaru leta 2003 pogorelo), se nam odpre lep razgled proti goram nad reko Savinjo.",
Planina Dolga trata,Slovenija,,,Kamniško Savinjske Alpe,1835,"bivak, planina",303218,68,1,Planina se nahaja na južnih pobočjih razglednega Dleskovca na Dleskovški planoti. Na planini stoji manjša pastirska koča v kateri je na podstrešju hiše možno zasilno bivakirati. S planine na kateri stoji tudi manjši križ je lep razgled na Savinjske gore in del Dleskovške planote.,
Rzenik,Slovenija,,,Kamniško Savinjske Alpe,1833,vrh,477052,88,3,"Rzenik je z rušjem obdan travnat vrh, ki se prepadno spušča proti dolini Kamniške Bele. Z vrha, se nam ob lepem vremenu odpre čudovit razgled na najvišje vrhove Kamniških in Savinjskih Alp ter na njihovo predgorje.",
Cjanovca,Slovenija,,,Kamniško Savinjske Alpe,1820,vrh,489124,89,7,"Cjanovca je vrh vzhodno od Storžiča in južno od Srednjega vrha. To je vrh, ki je lepo viden s Kranja in okolice. Južno pobočje gore je golo na sredini pa je gozd imenovan Hudičev boršt. Mnogi Cjanovco zamenjajo s Srednjim vrhom. Z vrha je lep razgled na že omenjeni Srednji vrh in Storžič na drugi strani pa se lepo vidijo najvišji vrhovi Grintovcev.",
Mali Grintovec,Slovenija,,,Kamniško Savinjske Alpe,1813,vrh,527823,92,24,"Mali Grintovec je razgledna gora, ki se nahaja vzhodno od Storžiča. Z vrha, na katerem je vpisna skrinjica, žig ter prijetna klop, se nam odpre lep razgled na že omenjeni Storžič, Bašeljski vrh, Krvavec in goram nad Jezerskim.",
Jelovec,Slovenija,,,Kamniško Savinjske Alpe,1808,vrh,360519,75,2,"Jelovec je 1808 m visok vrh, ki se nahaja na skrajnem severovzhodnem delu Raduhe. Z vrha, na katerem stoji križ, se nam odpre lep razgled na Raduho, Olševo, Peco, Uršljo goro, Smrekovško pogorje ter hribovju nad osrednjim delom Savinjske doline.",
Kocbekov dom na Korošici,Slovenija,,,Kamniško Savinjske Alpe,1808,"koča, bivak, planina",658026,97,13,"Kocbekov dom se nahaja pod vrhovi Ojstrice, Lučkega Dedca in Koroškega vrha, ob robu prostrane travnate ravnice imenovane Korošica. Planinski dom je običajno odprt od sredine junija do sredine septembra, če je jesen lepa pa se sezona podaljša vse do sredine oktobra. V času, ko je dom zaprt, pa nam zatočišče nudi zimska soba. Ključ zimske sobe se rezervira v PD Celje-Matica, dobi pa se pri kmetu Mlinarju, Podveža 44, Luče - Planinšek na Planici - (03 584 42 54), kjer morajo uporabniki pustiti osebni dokument in podpisati izjavo z varnostnimi navodili o pravilni in varni uporabi aparatov za ogrevanje in razsvetljavo. Plačilo 25 € dnevno (od dviga do vračila ključev) za enega do pet obiskovalcev (za vsako osebo nad 5, doplačilo 4 € na dan). S Korošice, na kateri v poletnem času pasejo živino, se nam odpre lep pogled na Lučkega Dedca, pobočja Planjave in Ojstrice ter na bližnji manj izraziti Koroški vrh. Na Korošici najvišjem nogometnem igrišču v Sloveniji vsako leto (običajno v avgustu) poteka tudi turnir v malem nogometu.<br><br>P.S. Planinski dom je 20.10.2017 v celoti pogorel.<br><br>Za vse, ki bi želeli priskočiti na pomoč pri gradnji novega planinskega doma na Korošici, je PD Celje Matica odprl poseben račun. Hvaležni bodo za vse prispevke. 
<br>TRR: 051 0080 1595 8723 
<br>Sklic: 00 005 
<br>Namen: prispevek za izgradnjo novega doma na Korošici ",
Konj,Slovenija,,,Kamniško Savinjske Alpe,1803,vrh,630645,97,4,"Konj je 1803 m visok vrh, ki se nahaja med Veliko planino in Presedljajem. Z vrha, se nam odpre lep razgled na najvišje vrhove Kamniško Savinjskih Alp ter na Rzenik in njegovo skoraj navpično severno steno. Vpisna skrinjica (tudi žig), se ne nahaja na vrhu Konja, ampak nekoliko nižje v smeri Presedljaja. Do nje nas loči kratek strm spust po zavarovani plezalni poti.",
Vratca,Slovenija,,,Kamniško Savinjske Alpe,1802,vrh,468758,87,5,Vrh stoji zahodno od Češke koče. Prepoznamo ga po obliki stolpa. Na samem vrhu je malo prostora. Ima pa lep pogled na Jezersko dolino. Lepo pa so vidne tudi severne stene Grintovcev.,
Cojzova koča na Kokrskem sedlu,Slovenija,,,Kamniško Savinjske Alpe,1793,"koča, bivak, sedlo",705070,98,4,"Kokrsko sedlo je prehod med dolino Kamniške Bistrice in Kokro. Sedlo obdajata dva visoka vrhova to sta Grintovec in Kalška gora. Na sedlu je postavljen planinski dom, ki ima tudi zimsko sobo. Cojzova koča je odprta v razširjeni poletni sezoni. Do koče je speljana tovorna žičnica iz doline Kamniške Bistrice. V bližini koče je vetrna elektrarna.",
Goli vrh,Avstrija,,Slovenija,Kamniško Savinjske Alpe,1787,vrh,578516,95,3,"Goli vrh je 1787 m visoka gora, ki se nahaja med dolinama Ravenske in Belske Kočne. Z neporaščenega vrha, na katerem je vpisna skrinjica in žig, je lep razgled na severna ostenja Grintovcev, Storžič, Košuto, Jezersko in vrhove okrog omenjenega kraja, Obir, Ostro, Topico ter na bližnjo Veliko Babo.",
Kapelica na Molički planini,Slovenija,,,Kamniško Savinjske Alpe,1780,"koča, planina, sedlo, cerkev",531099,92,7,"Kapelica svetega Cirila in Metoda stoji na vzpetini na Molički planini na višini 1780 metrov. Zgrajena je bila leta 1898 in je bila v času izgradnje najvišje ležeča kapelica na območju današnje Slovenije. V petdesetih letih prejšnjega stoletja jo je porušil skrivnostni plaz, leta 1989 pa je bila ponovno zgrajena. Nekaj metrov pod kapelico je tudi Kocbekovo zavetišče pod Ojstico, ki je prva slovenska planinska koča v Savinjskih Alpah ter druga v Sloveniji. Zgrajena je bila leta 1894, obnovljena pa leta 1999. Zavetišče je občasno odprto in nudi osnovne stvari kot so kava, čaj, ipd. S planine je tudi zelo lep razgled na bližnje vrhove nad planino ter na Krofičko ter Robanov kot.",
Planina Košutna,Slovenija,,,Kamniško Savinjske Alpe,1778,"planina, cerkev",461206,86,3,Planina se nahaja pod vrhom Košutne in nad planino Koren. Na planini poleg pastirskega stanu stoji tudi zelo lepa kapelica. S planine je lep razgled na Ljubljansko kotlino in vrhove okrog planine. V poletnem času je planina polna živine.,
Strelovec,Slovenija,,,Kamniško Savinjske Alpe,1763,vrh,534962,93,4,Razgleden vrh se nahaja med dvema alpskima dolinama in sicer med Logarsko dolino in Robanovim kotom. Pogled z vrha je najlepši na gore nad omenjenima dolinama. Na vrhu je vpisna skrinjica in v njej vpisna knjiga.,
Bašeljski vrh,Slovenija,,,Kamniško Savinjske Alpe,1744,vrh,518137,91,16,"Bašeljski vrh je 1744 m visoka gora, ki se nahaja med Malim Grintovcem in Storžičem. Z vrha, na katerem je klop ter vpisna skrinjica z žigom, se nam odpre lep razgled po najvišjih vrhovih v Kamniško Savinjskih Alpah.",
Veliki vrh,Slovenija,,,Kamniško Savinjske Alpe,1742,vrh,475875,88,1,"Veliki vrh se nahaja na severozahodnem grebenu Kočne. Vrh ni poraščen tako, da je zelo lep pogled na sosednjo Kočno. Lepo je viden tudi Storžič in greben Košute. Vrh ima vpisno skrinjico.",
Licjanovec,Slovenija,,,Kamniško Savinjske Alpe,1733,vrh,5940,32,1,"Licjanovec je 1733 metrov visok vrh, ki se nahaja med Malim Grintovcem in Kozjim vrhom. Z deloma prepadnega in deloma z ruševjem poraslega vrha, se nam odpre lep pogled na bližnji Srednji vrh, že omenjeni Mali Grintovec, Storžič, osrednje Karavanke, Grintovce in ostale okoliške vrhove.",
Tolsti vrh,Slovenija,,,Kamniško Savinjske Alpe,1715,vrh,678766,98,16,"Tolsti vrh, ki se nahaja zahodno od Storžiča, je s svojimi 1715 m tudi najvišji vrh Kriške gore, pogorja, ki se strmo dviga nad osrednjo Gorenjsko. Z vrha, ki ima vpisno skrinjico in žig se nam odpre lep pogled na osrednje Karavanke, kjer lepo vidimo celoten greben Košute, Storžič, Gorenjsko ravnino in Julijske Alpe.",
Kranjska koča na Ledinah,Slovenija,,,Kamniško Savinjske Alpe,1700,"koča, bivak",631484,97,4,"Kranjska koča na Ledinah se nahaja med Jezerskim in glavnim grebenom Grintovcev, točneje pod Skuto in Dolgim hrbtom. Od koče, ki je odprta v poletni sezoni, se nam odpre lep razgled proti goram, ki obdajajo Jezersko. <br>V času, ko je koča zaprta, pa nam zavetje nudi zimski bivak s štirimi ležišči. ",
Planina Polšak,Slovenija,,,Kamniško Savinjske Alpe,1695,planina,303912,68,1,"Planina se nahaja na severovzhodnem delu Dleskovške planote. Planina ima razgled le na bližnje vrhove. Planina stoji na kraju, ki je le malo obiskan. Tu je kraj za ljubitelje samote.",
Planina Dolga njiva (Krvavec),Slovenija,,,Kamniško Savinjske Alpe,1688,planina,419004,82,4,"Planina Dolga njiva se nahaja na prostranih pašnih območjih pod Velikim Zvohom in Vrhom Korena. Planina, na kateri se nahajata dve manjši hiški je v poletnem času polna živine (predvsem konjev in ovc, slednje pogosto zapustijo planino in se pasejo na pobočjih Kalškega grebena).",
Komen,Slovenija,,,Kamniško Savinjske Alpe,1684,"vrh, cerkev",501105,90,6,"Komen je s 1684m najvišji vrh Smrekovškega pogorja, pogorja ki meji med Štajersko in Koroško. Z vrha se nam ob lepem vremenu odpre lep pogled na Peco, Uršljo goro, bližnji Krnes, Golte, Menino planino, osrednje Kamniško Savinjske Alpe ter Travnik in Raduho. Le nekaj 10m pod vrhom, pa se nahaja tudi manjša lesena kapela, ki je posvečena svetemu Cirilu in Metodu.",
Dom na Krvavcu,Slovenija,,,Kamniško Savinjske Alpe,1684,"koča, planina",497771,90,4,Dom na Krvavcu se nahaja pod vrhom Krvavca v bližini oddajnega stolpa. Med stolpom in domom je postavljena večja kapelica v kateri je v poletnem času ob nedeljah maša. Od doma je lep razgled proti Ljubljanski kotlini in Gorenjski ravnini. Lepo se vidi tudi del Kamniških in Savinjskih Alp.,
Planina Koren,Slovenija,,,Kamniško Savinjske Alpe,1675,planina,442736,84,4,"Planina Koren je še vedno živa planina, ki se nahaja med Velikim Zvohom in Košutno. Ob robu planine, od koder se odpre lep razgled se nahaja večje napajališče za živali, sredi planine v manjši dolinici pa še pred leti obnovljena pastirska koča.",
Gradišče (Velika planina),Slovenija,,,Kamniško Savinjske Alpe,1666,"vrh, planina",902801,100,12,"Gradišče (tudi Njivice) je s 1666 m najvišji vrh Velike planine. Z vrha, na katerem stoji razgledna plošča, klop in vpisna skrinjica z žigom je zelo lep pogled na Kamniško Savinjske Alpe. Najlepše se vidijo Kalški Greben, osrednji Grintovci, Planjava in Ojstrica ter Velika planina z okolico.",
Kržišče (Pokovše),Slovenija,,,Kamniško Savinjske Alpe,1658,vrh,5250,32,2,"Kržišče, tudi Pokovše je razgleden vrh, ki se nahaja med planino jezerca, Kriško planino in planino Osredek. Z vrha, se nam odpre lep razgled na Kamniško Savinjske Alpe, smučišče Krvavec, ob lepem vremenu pa razgled seže vse do Snežnika in Julijskih Alp. Na predvrh pripelje ena od vlečnic smučišča Krvavec.",
Planina Rzenik,Slovenija,,,Kamniško Savinjske Alpe,1654,planina,406420,80,2,"Planina Rzenik se nahaja severno od Velike planine, točneje na pobočjih Konja in Rzenika. S planine, na kateri stoji pastirska koča, se nam odpre lep razgled na Veliko planino, Rzenik in Konja, če pa se povzpnemo na zahodni rob planine, pa lahko vidimo tudi najvišje vrhove Kamniško Savinjskih Alp.",
Koritni vrh (Velika planina),Slovenija,,,Kamniško Savinjske Alpe,1648,vrh,430224,83,2,"Koritni vrh je 1648 m visoka gora, ki se nahaja na severnem delu Velike planine. Z vrha, na katerem stoji manjši križ, se nam odpre lep razgled, ki seže od bližnjega Gradišča, prek Krvavca do najvišjih vrhov Kamniško Savinjskih Alp.",
Veliki Travnik,Slovenija,,,Kamniško Savinjske Alpe,1637,vrh,421341,82,6,"Veliki Travnik ali Turnovka kot ga imenujejo domačini, se nahaja na zahodnem robu Smrekovškega pogorja. Z vrha na katerem stoji lesen razgledni stolp, se nam odpre lep pogled na Raduho, Peco, Uršljo goro, Komen, hribovje nad osrednjim delom reke Savinje ter delu Kamniško Savinjskih Alp, kjer izstopa Ojstrica. Vrh ima vpisno skrinjico z vpisno knjigo, žig pa se nahaja v koči na Travniku.",
Šentanski vrh,Slovenija,,,Kamniško Savinjske Alpe,1635,vrh,433195,83,14,"Šentanski vrh, ki se nahaja v pogorju Dobrče, le 5 minut stran od glavnega vrha, nam s svojo lego in neporaščenostjo nudi lep pogled na osrednje Karavanke, skupino Storžiča in del Gorenjske.",
Dobrča,Slovenija,,,Kamniško Savinjske Alpe,1634,vrh,750453,99,18,"Dobrča je 1634 m visoka gora, ki se nahaja med Begunjami in Tržičem. Z vrha, na katerem se nahaja vpisna skrinjica z žigom, se nam odpre le razgled na del Julijskih Alp, ter del zahodnih in osrednjih Karavank. Za še lepši razgled, pa se je vredno povzpeti na 5 minut oddaljen Šentanski vrh.",
Kozji vrh,Slovenija,,,Kamniško Savinjske Alpe,1628,vrh,416318,81,1,"Kozji vrh leži severovzhodno od Storžiča in zaradi neporaščenega vrha ima lep razgled na vse gore okrog Jezerskega. Lepo so vidni Storžič, Stegovnik, greben Košute in Kočna.",
Krnes,Slovenija,,,Kamniško Savinjske Alpe,1613,vrh,372538,76,2,"Vrh se nahaja v osrčju Smrekovškega pogorja in ima lep razgled. Lepo se vidi Peca, Uršlja gora in del najvišjih vrhov Savinjskih Alp.",
Gostišče Zeleni Rob,Slovenija,,,Kamniško Savinjske Alpe,1612,"koča, planina",481290,88,1,"Gostišče Zeleni Rob se nahaja severozahodno od najvišjega vrha Velike planine v bližini vmesne postaje sedežnice in zato dosegljivo tudi kondicijsko manj pripravljenim planincem. Od gostišča se je vredno povzpeti na 15 minut oddaljeno Gradišče, s katerega se odpre čudovit pogled po Kamniško Savinjskih Alpah.",
Hotel Krvavec,Slovenija,,,Kamniško Savinjske Alpe,1600,"koča, planina",8694,34,4,"Hotel Krvavec se nahaja na smučišču Krvavec, točneje ob začetku oz. koncu Tihe doline. Od hotela, ki je odprt preko celega leta, se nam odpre lep pogled na smučišče (v poletnem času na pašnike), z bližnje okolice pa še na okoliške vrhove.",
Planina Dolga njiva,Slovenija,,,Kamniško Savinjske Alpe,1600,planina,478262,88,4,"Dolga njiva je prostrana travnata dolinica, ob vznožju katere se nahaja manjša lesena koča. Od koče oz. njene bližnje okolice, se nam odpre lep pogled na del Gorenjske, greben Laneža ter Srednji vrh in Cjanovco.",
Planina Javorje,Slovenija,,,Kamniško Savinjske Alpe,1594,planina,248826,61,2,"Planina Javorje je razgledna planina, ki se nahaja na vzhodnem delu Raduhe. S planine, na kateri se nahaja nekaj pastirskih stanov, se nam odpre lep razgled na hribovje, ki obdaja osrednji del doline reke Savinje.",
Vrata,Slovenija,,,Kamniško Savinjske Alpe,1591,vrh,375668,77,1,"Vrata so manj znan vrh v grebenu Kriške gore, ki se nahajajo med Kočo na Kriški gori in Tolstim vrhom. Z vrha, ki se prepadno spušča proti severu, se nam odpre lep razgled na Karavanke, Kamniško Savinjske Alpe, Gorenjsko in Julijske Alpe.",
Boskovec,Slovenija,,,Kamniško Savinjske Alpe,1587,vrh,458938,86,5,"Boskovec je s 1587m najvišji vrh planote Golte. Z vrha na katerem stoji razgledni stolp se nam odpre pogled na del Kamniško Savinjskih Alp in vzhodnih Karavank. Kljub stolpu, pa razgled še vedno delno ovira gozd.",
